Date,Time,Name,Age,City,Salary,Department,Rating,Experience (Years),Gender,Marital Status,Phone Number,Email,Product Purchased,Quantity
2024-08-13,18:14:20,VKKppAHwAY,19,Mumbai,21727.34,Finance,2.8,1,Female,Married,+91-7312125670,stlmg@example.com,Mobile,5
2022-12-18,18:09:28,lHqUs,52,Mumbai,93554.25,Marketing,4.2,1,Other,Widowed,+91-8891046555,ztoqoghn@example.com,Headphones,1
2022-06-01,20:33:13,VpjLOxClkK,52,Delhi,40225.08,Engineering,3.1,19,Female,Married,+91-8860601931,qlyfjztwtu@example.com,Headphones,2
2022-10-31,16:50:07,SAZygJYJOq,45,Mumbai,79264.36,Sales,4.3,2,Other,Single,+91-8632647582,eqdbkwqpv@example.com,Laptop,4
2023-11-21,18:00:39,BTvUHg,35,Bangalore,92094.64,Finance,1.0,26,Other,Married,+91-9189221680,xbpxohldl@example.com,Laptop,5
2024-02-26,00:00:10,BgEdWeMn,24,Bangalore,45024.59,Marketing,3.7,25,Male,Married,+91-7396520401,jkschek@example.com,Headphones,2
2024-04-22,19:39:53,ArJFM,31,Bangalore,38300.85,Engineering,3.5,33,Male,Divorced,+91-9445377843,ljaal@example.com,Headphones,5
2021-04-03,22:20:04,LjevCC,57,Bangalore,78710.06,Engineering,1.2,2,Female,Divorced,+91-9493184197,pgytdv@example.com,Mobile,5
2025-01-01,05:38:46,FowsJxuPHy,36,Hyderabad,37681.93,HR,2.8,21,Female,Single,+91-7558249954,qjzzpsm@example.com,Smartwatch,4
2021-12-09,21:32:52,BLSrZpEzTo,40,Chennai,32715.39,HR,4.6,21,Female,Married,+91-8172873639,akkyoz@example.com,Smartwatch,3
2023-05-12,13:01:15,sYWaDPe,31,Mumbai,63509.82,Marketing,2.4,26,Female,Divorced,+91-7836877179,usneepozz@example.com,Tablet,5
2020-01-14,20:08:49,NyubRcVbqb,19,Mumbai,75458.73,Marketing,1.5,14,Other,Divorced,+91-9884743768,xpaekxygoa@example.com,Tablet,1
2020-03-27,13:50:52,VpKQff,51,Bangalore,97986.72,Marketing,4.0,13,Male,Widowed,+91-9355886936,ubnilujvq@example.com,Smartwatch,5
2022-05-15,19:57:06,DrqfzH,38,Bangalore,86759.1,Finance,2.1,20,Other,Single,+91-9419371518,pjkayumyjm@example.com,Tablet,2
2023-09-26,11:23:44,roLKEgBgmd,53,Hyderabad,72671.98,Engineering,2.3,37,Female,Widowed,+91-9850855499,ylrnsb@example.com,Tablet,5
2023-07-28,12:26:27,dheEaaGPS,44,Hyderabad,70640.4,HR,1.3,37,Other,Widowed,+91-8006469974,jtvax@example.com,Smartwatch,3
2022-10-10,05:43:20,AiEASTfYsT,57,Bangalore,36642.06,HR,2.7,4,Female,Married,+91-9025462514,hoitpkku@example.com,Mobile,2
2021-08-09,16:32:48,oDHwEsrvVv,48,Mumbai,49527.56,Sales,1.8,29,Other,Single,+91-8869958910,jzmukix@example.com,Tablet,3
2022-12-27,01:15:00,sfjGwcKy,51,Mumbai,30942.05,Marketing,3.2,5,Male,Divorced,+91-8210727666,tzbpnvobx@example.com,Laptop,5
2020-11-12,20:45:28,tkokCYhFU,46,Mumbai,70568.27,HR,4.2,35,Other,Widowed,+91-9560414980,ergrul@example.com,Smartwatch,1
2021-09-11,20:50:42,ooFPFyRSQN,27,Delhi,73635.62,HR,3.3,32,Female,Married,+91-8640119885,cwwvep@example.com,Tablet,1
2021-05-10,07:19:22,tgqVfbeOR,56,Hyderabad,63807.35,Sales,1.6,32,Male,Married,+91-7787527291,lqrgbfjs@example.com,Laptop,5
2022-10-26,07:35:22,TYvMVcLlB,50,Delhi,34742.37,Engineering,3.1,8,Female,Married,+91-9321975435,xggvemmy@example.com,Mobile,1
2023-10-25,23:17:38,PEQwnWNbI,26,Hyderabad,56744.87,HR,4.4,12,Female,Divorced,+91-8420002465,jojnnf@example.com,Tablet,1
2022-12-18,02:34:25,LabRufo,32,Delhi,83012.91,Sales,3.2,1,Male,Divorced,+91-7714281414,tdpwos@example.com,Tablet,2
2022-03-11,08:49:41,dZKyT,55,Hyderabad,40582.4,Finance,3.1,1,Male,Divorced,+91-8018888001,xhkra@example.com,Headphones,5
2022-06-11,21:04:41,Zztbkomuk,23,Chennai,32536.78,Finance,3.5,38,Male,Divorced,+91-7918723484,dwhtenhhmb@example.com,Smartwatch,3
2021-03-31,21:31:50,waSinZdFXg,37,Mumbai,89629.8,HR,2.0,8,Other,Single,+91-9147904930,qtyfcscumj@example.com,Mobile,2
2023-05-10,05:42:42,JtqAO,58,Delhi,65606.53,HR,4.6,37,Male,Married,+91-8386029098,tmcwj@example.com,Smartwatch,4
2021-10-19,01:26:16,aLTDiD,22,Hyderabad,28855.52,Sales,2.1,0,Other,Widowed,+91-8731393225,iexsneees@example.com,Smartwatch,4
2021-09-03,17:12:27,BDpSPaBQQQ,36,Hyderabad,53580.92,Marketing,2.1,34,Other,Divorced,+91-9258730747,densv@example.com,Mobile,3
2022-04-04,15:52:46,YgbKV,51,Delhi,75254.43,Engineering,1.0,1,Male,Divorced,+91-9667396789,whsoilcr@example.com,Mobile,5
2020-09-15,10:35:49,FMnNZT,47,Delhi,45631.59,Sales,1.5,32,Male,Divorced,+91-8504996577,dnuhz@example.com,Headphones,1
2024-02-18,10:49:45,jfZyhjhL,20,Delhi,64104.73,Finance,1.8,7,Female,Widowed,+91-8869368436,qtgqhpk@example.com,Tablet,1
2020-05-14,20:22:18,UxQGANDh,40,Delhi,42712.61,Finance,2.2,23,Other,Married,+91-9627392923,cjxvuvxln@example.com,Tablet,2
2022-11-24,12:53:33,bNhkOyun,44,Mumbai,42797.63,Sales,3.4,10,Female,Divorced,+91-8388800882,bdgjtqevi@example.com,Laptop,1
2021-04-27,22:47:04,JKYvkDqKzB,60,Mumbai,77215.09,Finance,3.1,33,Male,Single,+91-9318466170,irukvn@example.com,Laptop,2
2020-02-11,17:43:30,NpBYR,36,Delhi,92191.6,HR,2.1,20,Other,Divorced,+91-8393146888,uhtwutj@example.com,Headphones,3
2023-11-18,03:07:58,LjvlKkVhnD,57,Hyderabad,99023.14,Finance,1.6,9,Other,Married,+91-9267651074,gtstvcz@example.com,Laptop,3
2021-05-17,23:01:35,EmDTMqffLc,32,Delhi,67295.16,Marketing,4.6,25,Other,Divorced,+91-7038265142,ykbug@example.com,Tablet,3
2021-03-28,04:18:47,dHMwdlN,51,Bangalore,80480.11,Marketing,1.4,15,Male,Widowed,+91-8620064607,yrmoucwrul@example.com,Laptop,5
2020-05-03,00:40:06,kGFEAsA,35,Mumbai,52453.93,Marketing,3.0,26,Other,Widowed,+91-7817999617,jrutnaht@example.com,Laptop,5
2020-11-17,06:59:31,HRUdcMEWk,44,Delhi,42489.12,Engineering,1.7,23,Other,Married,+91-8104006794,idewquq@example.com,Smartwatch,3
2021-11-29,00:03:24,kWhSgS,32,Bangalore,50826.85,Sales,3.6,37,Other,Divorced,+91-9349894432,obdhjjyns@example.com,Smartwatch,4
2021-07-01,22:04:35,KDfUBeZ,42,Delhi,20376.36,Sales,1.3,28,Male,Widowed,+91-9167219445,htopwg@example.com,Laptop,1
2024-10-30,04:48:16,nDlYUUmst,55,Delhi,48632.35,Finance,3.6,28,Female,Divorced,+91-8450734192,zjdpv@example.com,Tablet,1
2021-02-22,08:23:37,thPRl,40,Hyderabad,52039.7,Sales,2.0,36,Other,Married,+91-8267934942,hxabo@example.com,Tablet,3
2020-05-13,01:46:42,aqIFs,55,Mumbai,90732.42,Engineering,1.3,40,Female,Married,+91-7294414899,xqwopagn@example.com,Laptop,1
2021-08-12,05:35:29,jVpdAake,28,Chennai,82523.68,Sales,2.0,34,Female,Single,+91-7875978206,ecujosnlv@example.com,Laptop,4
2021-02-19,16:20:25,VCVoTsnnzv,25,Bangalore,73569.2,Marketing,3.2,28,Male,Single,+91-9473335096,cvosihgcfx@example.com,Headphones,5
2020-02-06,08:41:46,IDxgFLgP,42,Mumbai,65389.45,Finance,3.6,12,Male,Divorced,+91-7582775240,fzhkwkjlx@example.com,Smartwatch,5
2023-10-19,09:44:04,aGdLsfVD,58,Mumbai,33151.21,Finance,1.5,18,Other,Widowed,+91-9308576544,viqqqxwkl@example.com,Smartwatch,5
2023-09-15,07:22:50,zFRsIsVW,56,Chennai,88048.85,Finance,3.9,36,Male,Married,+91-7709976873,lvscthh@example.com,Smartwatch,3
2020-03-26,01:26:07,RABAECrTf,27,Chennai,46057.88,HR,2.2,22,Other,Widowed,+91-9642368553,wvudblq@example.com,Smartwatch,5
2022-02-04,03:56:12,gmPLrPNHwF,27,Chennai,46952.91,HR,2.3,27,Other,Married,+91-9097758649,lxsjbsv@example.com,Tablet,3
2022-08-13,11:16:17,VdnoBB,60,Chennai,89233.32,Finance,4.2,15,Other,Widowed,+91-7042488553,boquuv@example.com,Tablet,5
2020-07-22,14:53:04,jSvNpTsP,19,Delhi,72175.13,Marketing,4.7,40,Male,Divorced,+91-7165335349,pzbih@example.com,Mobile,4
2021-09-26,09:09:52,nCGhS,30,Hyderabad,95190.52,Engineering,2.1,26,Other,Single,+91-8646551565,qmmixhxnep@example.com,Mobile,1
2022-11-10,15:28:37,FXiStOc,51,Delhi,66274.35,HR,3.1,26,Other,Widowed,+91-8038004685,pprumvqtsm@example.com,Headphones,2
2023-07-26,09:43:45,xUnOBJ,46,Mumbai,89833.43,Marketing,4.3,24,Other,Married,+91-7632012612,ulxhnfpfz@example.com,Tablet,3
2023-10-29,07:06:04,mNLkfmyBZ,22,Mumbai,92815.92,HR,2.3,17,Female,Married,+91-8122975362,ctwkeio@example.com,Laptop,1
2024-10-08,08:58:14,nLEtHe,37,Hyderabad,77002.52,Marketing,4.0,10,Male,Married,+91-9037476839,cthzkgqxzm@example.com,Smartwatch,1
2023-10-22,02:07:10,xZUeVqYqqB,52,Bangalore,87451.6,Marketing,3.3,31,Other,Married,+91-8274659215,nkkvyiez@example.com,Tablet,2
2023-01-02,22:26:17,ZrCAeI,53,Hyderabad,62202.95,Finance,2.4,21,Male,Divorced,+91-7491369688,njvgun@example.com,Mobile,3
2020-04-11,19:24:20,UeCNwzz,58,Bangalore,43998.51,Sales,2.8,5,Other,Widowed,+91-8362798231,ahvohhaiod@example.com,Headphones,3
2021-05-24,17:12:38,oOFvnDrbQa,38,Chennai,43554.29,Finance,3.6,19,Other,Divorced,+91-7539008591,xutyyltvyg@example.com,Mobile,4
2023-05-27,18:26:39,HZJVfyV,35,Delhi,89056.55,Engineering,4.8,33,Other,Widowed,+91-7981584509,ecrayjvf@example.com,Headphones,1
2020-01-30,12:42:59,HaFGzUWoN,34,Bangalore,79389.19,Engineering,4.3,22,Female,Single,+91-7728660030,vytlsswsh@example.com,Mobile,2
2022-05-07,23:52:33,NHKFF,29,Chennai,64066.28,Finance,1.7,28,Other,Widowed,+91-7997293971,hukblsu@example.com,Laptop,5
2024-05-10,06:42:22,aZdEbuoU,58,Mumbai,74424.98,HR,4.1,8,Male,Widowed,+91-8307395052,bkbne@example.com,Smartwatch,3
2023-04-07,14:29:56,WciMppZn,54,Hyderabad,97915.91,Engineering,4.4,26,Other,Single,+91-8288386223,pfmzjwh@example.com,Laptop,5
2022-02-09,02:44:05,hzZamnv,50,Hyderabad,85011.79,Finance,1.4,22,Female,Widowed,+91-7909672980,gibfjoam@example.com,Laptop,5
2022-09-04,22:49:26,zXQqiXlv,56,Mumbai,46747.77,HR,4.0,22,Male,Widowed,+91-8183080440,szoyoc@example.com,Mobile,5
2021-10-24,12:07:22,eaYzikU,21,Chennai,63858.33,Marketing,2.0,20,Other,Widowed,+91-8461086312,bxjldk@example.com,Smartwatch,1
2021-11-27,00:36:53,kHLdjb,26,Mumbai,71431.12,Finance,4.5,37,Male,Married,+91-7581777047,wxxfyy@example.com,Tablet,4
2023-10-18,17:12:36,tfqheuYUQ,18,Delhi,28500.52,Finance,4.0,18,Female,Single,+91-7777807581,dqhuksyilf@example.com,Tablet,3
2024-06-05,16:56:46,HtsHcF,28,Bangalore,79200.96,Marketing,4.5,35,Male,Married,+91-9782530814,ykflyvqzfy@example.com,Laptop,4
2021-07-22,23:36:40,EloFWeZCG,48,Bangalore,35425.09,Finance,2.7,1,Female,Single,+91-7824505343,eirhcl@example.com,Laptop,1
2023-04-21,04:15:04,DesBOesRh,57,Hyderabad,83321.55,Finance,3.5,19,Female,Single,+91-8799828850,tsotkko@example.com,Headphones,4
2023-08-27,05:42:06,soCwwLO,49,Mumbai,90460.35,Finance,3.0,32,Other,Single,+91-7809457299,pvyrx@example.com,Headphones,3
2020-02-05,11:07:49,eSkws,19,Delhi,55449.34,Finance,4.5,10,Male,Single,+91-8376980444,ytgjys@example.com,Mobile,3
2020-02-22,17:13:16,tFLEdwRY,40,Mumbai,95544.55,Sales,4.4,23,Male,Single,+91-7259191351,btnlpn@example.com,Headphones,1
2023-12-21,14:14:19,jPJgy,57,Bangalore,63248.44,HR,2.2,25,Male,Single,+91-7821402156,xsqeypxnwv@example.com,Tablet,5
2022-12-26,22:48:33,wyjBer,43,Delhi,98635.42,HR,3.1,24,Other,Married,+91-7944543496,vwvwgpg@example.com,Headphones,2
2021-04-02,03:11:32,pyVeDQLdX,58,Delhi,45888.2,HR,2.4,20,Male,Single,+91-9845414808,wiuprx@example.com,Tablet,3
2024-06-10,07:59:00,CORgz,32,Chennai,24615.49,HR,4.8,19,Male,Married,+91-8704184977,kjrov@example.com,Headphones,4
2021-12-28,14:36:16,SmcaLvQaes,31,Mumbai,60893.63,Engineering,2.8,0,Female,Divorced,+91-7483062095,pndnqo@example.com,Headphones,5
2023-01-30,15:37:02,mMluRpFy,21,Chennai,20995.81,Finance,4.1,19,Female,Married,+91-9817946649,oczvtly@example.com,Laptop,5
2023-09-18,14:47:39,bQKuZWypAF,43,Bangalore,98276.85,Sales,3.6,17,Female,Divorced,+91-8080614632,nzewmlenn@example.com,Tablet,2
2024-08-28,03:31:38,PvnSPQhUg,23,Bangalore,34703.88,Sales,2.3,37,Male,Divorced,+91-7514643348,utggl@example.com,Smartwatch,2
2023-03-23,01:35:47,QCWfBN,48,Bangalore,50768.53,Marketing,2.9,9,Other,Divorced,+91-8260864554,lmitgwa@example.com,Mobile,4
2021-12-14,06:57:59,oUVtPJUuT,46,Delhi,53617.89,Sales,1.4,36,Male,Widowed,+91-8123676653,dpvgz@example.com,Laptop,4
2022-03-30,13:27:46,SXwNMtX,40,Chennai,34441.66,Sales,3.4,34,Other,Divorced,+91-8989918213,glhtrzz@example.com,Mobile,3
2021-10-17,14:31:32,CoRSuDJKFp,18,Hyderabad,24251.4,Sales,1.1,9,Male,Divorced,+91-9910949127,lniljurjg@example.com,Tablet,5
2020-10-01,10:24:37,nIwev,22,Chennai,70264.28,Sales,2.8,19,Female,Married,+91-8055749990,inrcp@example.com,Tablet,1
2022-08-25,07:28:47,YZInqWoO,21,Hyderabad,84596.79,HR,1.2,32,Male,Single,+91-7370490089,lxbbfl@example.com,Laptop,1
2024-12-27,10:50:38,FAFWdT,42,Delhi,67717.2,HR,4.8,34,Female,Divorced,+91-8358462107,pksarz@example.com,Smartwatch,4
2024-08-16,18:36:37,plaiPVMFk,55,Chennai,49542.3,Marketing,1.8,22,Female,Widowed,+91-7975558109,rffmzabupz@example.com,Smartwatch,2
2021-10-21,08:01:06,AessB,54,Mumbai,22393.26,Sales,2.8,11,Male,Widowed,+91-7817314817,sbtccvhzg@example.com,Smartwatch,4
2022-08-25,13:35:49,yQsjVwjy,28,Delhi,74440.37,Engineering,4.6,26,Other,Married,+91-8424408408,msvdy@example.com,Smartwatch,3
2020-04-05,07:06:12,JQRIv,57,Hyderabad,60429.68,Finance,2.6,12,Other,Divorced,+91-8230163483,umvxy@example.com,Smartwatch,4
2024-02-07,18:27:24,qBtRqqS,29,Delhi,32016.5,Engineering,3.4,14,Female,Widowed,+91-7192691361,vzehh@example.com,Smartwatch,5
2022-06-21,15:15:16,WIFFyVbh,60,Bangalore,89452.33,Finance,4.9,15,Other,Married,+91-8936134891,ogqjxubwux@example.com,Smartwatch,4
2020-04-29,04:16:10,wDfMNcVPk,47,Delhi,66857.23,Engineering,1.0,19,Female,Single,+91-7699778291,ymlmjqplo@example.com,Laptop,4
2023-08-25,16:36:32,jRPCo,39,Mumbai,90081.11,Sales,3.7,25,Female,Widowed,+91-8238489474,prssvblv@example.com,Tablet,4
2020-06-21,12:03:05,affvFBPCXG,35,Chennai,92071.35,Engineering,5.0,37,Female,Single,+91-9898376731,dprqm@example.com,Headphones,5
2024-02-23,00:10:07,Hackoq,34,Bangalore,55061.06,Finance,3.4,14,Other,Divorced,+91-8628638887,tpaxlyckx@example.com,Mobile,3
2022-01-06,20:23:02,gdGXMJwRm,33,Chennai,26087.29,Engineering,1.0,2,Female,Widowed,+91-8965666340,fuczzbju@example.com,Headphones,2
2024-02-19,02:49:48,AbPZHysth,18,Mumbai,48810.2,Sales,3.0,16,Male,Single,+91-9870187594,zkknyd@example.com,Mobile,2
2023-07-22,03:08:34,GPNOpFPGkT,54,Hyderabad,87751.39,Finance,3.6,31,Male,Married,+91-7608748627,oqbteam@example.com,Tablet,5
2022-07-26,00:14:03,DPpQyYn,21,Hyderabad,63580.95,Finance,3.1,1,Other,Divorced,+91-9467520215,ojffeunr@example.com,Laptop,5
2020-09-25,14:56:03,HUtcanQVPu,52,Bangalore,35046.56,Marketing,2.7,9,Other,Married,+91-8385192385,mgjovw@example.com,Smartwatch,2
2024-03-14,11:19:48,YtmMgY,19,Mumbai,43018.18,Finance,3.7,27,Other,Widowed,+91-9187188084,rdosfxtfe@example.com,Tablet,3
2024-09-20,19:27:49,AVbcevy,40,Bangalore,79675.45,Engineering,2.1,7,Other,Married,+91-8972993919,krshpyclaq@example.com,Tablet,1
2020-05-12,08:21:58,TVtcae,24,Delhi,84570.67,Sales,2.3,18,Other,Married,+91-8132733028,bpejmtm@example.com,Smartwatch,1
2024-09-05,12:57:44,NKqGaeaz,20,Chennai,49784.37,HR,5.0,16,Female,Married,+91-8584474765,nxfmejfqdf@example.com,Headphones,3
2024-08-29,10:50:19,KQhVutSdlI,30,Delhi,84663.33,Finance,3.4,33,Other,Married,+91-9173963283,xncoy@example.com,Headphones,5
2024-12-21,23:19:26,NbNmzxS,57,Chennai,21182.82,Marketing,3.3,12,Male,Married,+91-7250652790,tvpdb@example.com,Mobile,5
2020-05-14,15:27:47,piBETMXPSt,29,Delhi,27304.01,Finance,1.6,13,Female,Single,+91-9379717595,timezvb@example.com,Tablet,1
2024-03-27,03:43:44,jBzFFj,53,Hyderabad,68649.99,Engineering,4.5,35,Other,Married,+91-9505327473,fiudq@example.com,Headphones,1
2021-11-13,08:10:34,abROeJXod,57,Bangalore,70257.21,Finance,1.4,2,Male,Divorced,+91-9442182371,iuqejb@example.com,Laptop,5
2023-11-07,20:26:22,JpllI,59,Mumbai,58388.99,Finance,1.9,18,Female,Divorced,+91-7498732224,nlroydjg@example.com,Tablet,5
2024-11-26,19:08:08,hLObWgIBg,45,Mumbai,86172.61,HR,3.3,20,Female,Divorced,+91-8697524878,gworslruh@example.com,Headphones,4
2024-11-15,10:26:04,vSUsNaYKGH,38,Bangalore,49057.74,Marketing,1.4,37,Male,Divorced,+91-9480474317,mfyhlcl@example.com,Tablet,5
2021-10-09,00:14:28,HVyZmua,26,Delhi,35365.11,Marketing,3.3,19,Other,Single,+91-7550311181,hfqatfqnw@example.com,Smartwatch,3
2021-05-09,07:11:20,bTdzD,30,Delhi,67556.1,Finance,2.0,10,Other,Widowed,+91-8140220918,chtviwyxy@example.com,Mobile,4
2021-11-03,12:40:46,rxqGordRKL,43,Hyderabad,70767.52,HR,2.1,32,Female,Widowed,+91-8299447617,zexxolbje@example.com,Laptop,1
2023-05-16,02:11:37,gFUYzfVwXL,22,Hyderabad,79304.4,Engineering,3.0,37,Other,Married,+91-7649788621,vrgakjqze@example.com,Laptop,4
2022-07-06,07:49:42,zXXWHOxlqL,30,Mumbai,70815.99,Marketing,2.5,10,Male,Single,+91-9027376826,amicna@example.com,Headphones,4
2023-11-06,00:26:00,LrWJGw,37,Hyderabad,82925.61,Marketing,2.9,33,Female,Single,+91-9754892044,zgjcb@example.com,Mobile,1
2023-03-09,20:03:44,esnsHMG,26,Bangalore,20656.27,Finance,1.5,6,Other,Widowed,+91-7842144889,lthialvf@example.com,Laptop,3
2020-08-23,07:00:22,nXSjbR,54,Chennai,67953.54,Finance,2.4,23,Female,Divorced,+91-8553564726,yyolxeoef@example.com,Smartwatch,1
2020-02-10,07:29:08,wYzJcZeRJR,44,Chennai,77955.51,Engineering,4.1,31,Other,Married,+91-7522592187,swghimvt@example.com,Mobile,2
2023-01-11,22:32:55,HQvNoe,43,Mumbai,84005.98,HR,3.9,5,Female,Divorced,+91-8012237592,qzukiu@example.com,Smartwatch,2
2024-09-01,04:13:35,XezXCLjZW,22,Mumbai,77736.05,Finance,1.5,13,Male,Divorced,+91-9156502990,dgjfkqy@example.com,Headphones,4
2020-10-10,21:49:57,UdSLiu,28,Chennai,36819.05,Sales,4.5,40,Female,Widowed,+91-9031650583,jdhajdijz@example.com,Tablet,4
2022-09-16,02:21:53,WBrrhvYvF,57,Bangalore,21155.96,Finance,2.0,6,Female,Widowed,+91-8388520158,lolbvxtp@example.com,Mobile,2
2020-05-19,21:09:41,oKEKd,56,Delhi,63704.84,HR,2.2,13,Female,Married,+91-9549202749,okblpxocr@example.com,Tablet,1
2024-06-15,14:00:32,xosmd,43,Delhi,20290.6,Sales,3.8,6,Male,Married,+91-7852125181,ueoyk@example.com,Laptop,5
2024-07-11,20:54:44,JKjeoen,43,Bangalore,22208.1,Engineering,4.8,1,Male,Married,+91-8771221902,uzguznqkql@example.com,Mobile,2
2024-10-30,21:15:19,GzbGZJFCa,25,Hyderabad,32071.1,Finance,3.6,14,Male,Widowed,+91-9345490761,rnvsh@example.com,Mobile,2
2022-01-06,14:14:03,LMMKB,43,Delhi,61775.34,HR,3.9,35,Male,Divorced,+91-8247845980,gelcfo@example.com,Laptop,4
2021-08-03,19:24:53,WbpjG,49,Hyderabad,42973.66,Finance,3.1,32,Female,Divorced,+91-7433059551,pbavyccjo@example.com,Laptop,1
2020-06-13,05:55:45,HGbAa,32,Hyderabad,55132.15,Marketing,1.0,4,Male,Single,+91-7502512940,vvygmpm@example.com,Laptop,3
2022-06-01,17:17:38,UasvrLrn,53,Hyderabad,59212.17,Sales,2.3,9,Other,Widowed,+91-9262100557,rfqqrddm@example.com,Headphones,4
2023-10-09,00:04:30,HscSjhC,58,Bangalore,53894.73,HR,3.0,12,Male,Married,+91-9903133850,uczcuxhto@example.com,Mobile,2
2020-06-02,17:10:12,znukcXcP,46,Chennai,43129.42,Sales,2.5,24,Male,Married,+91-9269863039,hevdlonk@example.com,Mobile,1
2024-03-16,11:39:25,edohBq,59,Mumbai,67803.86,Engineering,2.8,11,Male,Single,+91-9028316451,ytekelhoi@example.com,Laptop,1
2022-04-02,06:52:19,GdFGBmKHdn,41,Delhi,30599.16,Marketing,3.1,7,Female,Single,+91-8351017207,mhlmik@example.com,Headphones,3
2022-10-09,16:52:44,kDnodpts,19,Delhi,79113.72,Marketing,4.5,29,Other,Married,+91-9065435619,owmfcex@example.com,Tablet,4
2021-08-31,06:38:54,BWSqnTLr,60,Bangalore,22487.64,Engineering,3.9,8,Other,Single,+91-7086653381,rtokmlvt@example.com,Tablet,1
2020-02-10,12:37:03,zpkzgGBf,33,Mumbai,96697.81,Sales,1.7,38,Female,Married,+91-9702617384,seisn@example.com,Laptop,1
2021-07-20,22:40:46,sXwJZwNN,50,Bangalore,84779.16,Finance,1.7,21,Male,Widowed,+91-9835818333,ogakpoxcn@example.com,Smartwatch,2
2024-02-26,21:36:52,fTPGzzrwZ,51,Delhi,50111.28,Engineering,4.5,3,Male,Single,+91-8207454422,bhfxbck@example.com,Smartwatch,4
2021-07-27,03:58:21,NVziWIp,60,Mumbai,94602.12,HR,2.5,38,Female,Single,+91-9682353569,ewmsyb@example.com,Mobile,3
2024-06-22,23:51:30,pHtiNfr,50,Hyderabad,42773.67,HR,4.4,12,Male,Widowed,+91-7215346618,sybrv@example.com,Tablet,4
2023-12-21,16:01:48,YQGlZRa,18,Delhi,83465.33,HR,1.5,34,Other,Married,+91-7896813546,yykwvjn@example.com,Laptop,2
2020-07-24,23:46:31,oCJMEfNPR,51,Mumbai,77838.92,Engineering,1.0,38,Other,Widowed,+91-7764542954,kkunhayvxp@example.com,Headphones,2
2023-05-02,11:15:46,sgmiCh,53,Hyderabad,95768.17,HR,1.7,36,Female,Single,+91-7286648283,hxohxdnmwk@example.com,Smartwatch,5
2020-11-11,00:58:04,VBCvWo,56,Chennai,54561.84,Finance,3.1,38,Female,Widowed,+91-7438233130,irqloelfb@example.com,Smartwatch,3
2023-09-11,17:37:01,yJlRHBDCCY,28,Hyderabad,41375.58,HR,4.9,38,Male,Married,+91-8088343455,kgymzmv@example.com,Laptop,2
2021-03-23,03:07:00,oEHIE,59,Bangalore,75771.81,Finance,1.3,28,Male,Single,+91-7021483153,iggyifsyw@example.com,Mobile,5
2020-04-11,22:12:28,DuzrkFRAMP,29,Hyderabad,87142.29,HR,1.0,9,Female,Single,+91-8550615691,siemhrclo@example.com,Tablet,2
2021-07-05,08:08:08,amwNPSk,31,Delhi,78304.08,HR,1.3,15,Other,Single,+91-9619818534,xrtucdqp@example.com,Laptop,4
2022-07-30,20:42:04,bvkKMGG,56,Delhi,44285.47,Engineering,2.0,29,Female,Single,+91-7000218091,cmprams@example.com,Mobile,5
2024-05-26,18:58:27,afmzAdPt,23,Mumbai,28790.04,Finance,1.5,0,Male,Single,+91-9869465676,tzcis@example.com,Mobile,1
2024-03-17,11:57:09,FOFbq,57,Hyderabad,20859.87,Sales,1.8,16,Male,Widowed,+91-9826093263,nzmnidfcd@example.com,Headphones,1
2024-12-21,20:12:18,ExVlg,51,Hyderabad,40339.23,Engineering,1.6,26,Male,Single,+91-7824348195,tsfkuwheua@example.com,Laptop,4
2024-10-31,14:57:38,xwMmJoSdV,58,Delhi,98850.94,Sales,2.5,28,Other,Single,+91-9579271488,armkuruaw@example.com,Smartwatch,5
2023-03-06,07:25:22,SWdSaealBJ,35,Chennai,38428.4,Sales,1.3,29,Male,Single,+91-8853235204,bszdrqfol@example.com,Smartwatch,3
2023-11-29,21:50:19,qygNJPOBC,23,Bangalore,90137.76,Sales,1.4,5,Male,Married,+91-7908044786,qkezbspqg@example.com,Tablet,4
2021-02-23,23:20:42,XxglwxiN,49,Delhi,37862.89,Marketing,3.2,2,Other,Widowed,+91-7713859649,otksfopspq@example.com,Tablet,1
2022-05-26,03:57:32,nfhftpUz,60,Mumbai,77642.38,Sales,1.8,38,Other,Single,+91-8813377155,bwjfq@example.com,Tablet,4
2022-09-21,15:57:41,fJybkXCwV,19,Mumbai,76777.46,Sales,4.2,13,Other,Single,+91-7280527477,sihihsfva@example.com,Headphones,5
2023-04-27,09:41:04,vmNZoZ,51,Bangalore,74396.78,HR,1.3,37,Female,Divorced,+91-7756303115,lykpcmsv@example.com,Headphones,3
2020-10-30,19:24:56,WDBZUcyZR,40,Hyderabad,35261.03,Marketing,1.9,39,Male,Divorced,+91-9121006120,eqtlyxb@example.com,Laptop,1
2022-06-17,18:45:50,nCMBSFc,55,Hyderabad,47309.94,Marketing,4.4,9,Male,Widowed,+91-9225219793,rcinbmnbzd@example.com,Smartwatch,1
2023-07-15,19:36:31,EawPSbI,59,Bangalore,55763.14,Marketing,1.3,32,Other,Divorced,+91-8568026286,noejq@example.com,Headphones,3
2021-10-25,03:47:10,SOoPGayyt,43,Delhi,51318.23,Sales,4.8,5,Female,Single,+91-9476227987,mddmonexwy@example.com,Smartwatch,1
